,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
199,4th week,Maharashtra,Gadchiroli,Malaria,10,1.0,26,1,2021,19.75907035,80.16228073,7.83e-06,14.0,302.7
200,4th week,Puducherry,Puducherry,Dengue,13,,25,1,2021,11.9340568,79.8306447,0.05978804278,,300.11
201,4th week,Tamil Nadu,Virudhunagar Sivakasi,Dengue,7,,25,1,2021,9.4477045,77.8000434,0.08665667543,,301.34000000000003
202,5th week,Himachal Pradesh,Bilaspur,Acute Diarrhoeal Disease,309,,6,2,2021,31.3380959,76.7611631,0.2279965979,12.0,287.772
203,5th week,Karnataka,Chamarajanagar,Chikungunya,15,,2,1,2021,11.9346006,76.9328209,0.2146496303,16.0,302.82
204,5th week,Karnataka,Hassan,Acute Diarrhoeal Disease,14,,1,2,2021,13.0070817,76.0992703,0.0006280313912,,304.448
205,5th week,Karnataka,Mandya,Acute Diarrhoeal Disease,26,,4,2,2021,12.5238888,76.8961961,0.0001563311037,8.0,303.812
206,5th week,Karnataka,Raichur,Acute Diarrhoeal Disease,18,,5,2,2021,16.083333,77.166667,7.82e-05,7.0,306.61333340000004
207,5th week,Maharashtra,Satara,Chikungunya,20,,25,1,2021,17.63612885,74.29827808,8.27e-06,,306.4833334
208,5th week,Maharashtra,Thane,Malaria,2,1.0,6,1,2021,19.1943294,72.9701779,0.02576509704,12.0,302.99
209,5th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,5,2.0,27,1,2021,25.40237355,91.83254097,0.01593984196,25.0,291.3166666
210,5th week,Meghalaya,South Garo Hills,Acute Diarrhoeal Disease,15,,7,1,2021,25.347969,90.56577726,3.76e-05,37.0,293.2133334
211,5th week,Odisha,Bolangir,Chikungunya,5,,30,1,2021,20.7502257,83.2499464,0.008809665092,9.0,302.44
212,5th week,Odisha,Jajpur,Acute Diarrhoeal Disease,35,,4,2,2021,20.8522696,86.3385714,7.82e-05,5.0,299.9866666
213,5th week,Odisha,Puri,Acute Diarrhoeal Disease,350,,6,2,2021,19.8076083,85.8252538,0.003205307448,9.0,301.12
214,5th week,Assam,Goalpara,Acute Diarrhoeal Disease,13,,15,1,2021,26.1783623,90.6226683,0.0417289438,17.0,294.5933334
215,6th week,Karnataka,Dharwad,Dengue,3,,9,2,2021,15.4540505,75.0066516,8.81e-05,,306.96
216,6th week,Maharashtra,Satara,Chikungunya,19,,5,2,2021,17.63612885,74.29827808,7.82e-05,7.0,305.836
217,6th week,Maharashtra,Thane,Chikungunya,2,,30,1,2021,19.1943294,72.9701779,3.79e-05,10.0,304.7766666
218,6th week,West Bengal,Purulia,Acute Diarrhoeal Disease,25,,8,2,2021,23.3291882,86.3672378,0.02399720849,4.0,299.0
219,7th week,Karnataka,Bidar,Chikungunya,30,,20,2,2021,18.083333,77.333333,0.02307911892,4.0,308.84000000000003
220,7th week,Maharashtra,Satara,Dengue,19,,16,2,2021,17.63612885,74.29827808,5.4e-05,6.0,307.9866666
221,8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,24,1.0,20,2,2021,15.8309251,78.0425373,0.007255567001,8.0,306.6
222,8th week,Karnataka,Kolar,Acute Diarrhoeal Disease,43,,23,2,2021,13.1367201,78.1337246,0.1233345256,8.0,303.528
223,8th week,Puducherry,Puducherry,Acute Diarrhoeal Disease,108,,22,2,2021,11.9340568,79.8306447,0.1317422113,8.0,303.5733334
224,8th week,Tamil Nadu,Pudukottai,Acute Diarrhoeal Disease,41,,22,2,2021,10.3826515,78.8191259,0.07038244234,7.0,302.62
225,8th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,10,1.0,12,2,2022,22.5,75.25,8.29e-05,13.0,301.496
226,8th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,,5,3,2021,14.6546235,77.55625984,3.87e-05,,313.216
227,8th week,Puducherry,Puducherry,Dengue,11,,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952
228,8th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,,6,3,2021,11.2287716,78.81825555,0.0007425420286,,310.0666666
229,8th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,6,3,2021,22.9052114,88.3760639,6.9e-05,,303.87
230,8th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,26,,24,2,2021,9.98408,76.2741457,0.077130138,37.0,303.536
231,9th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,,5,3,2021,14.6546235,77.55625984,3.87e-05,,313.216
232,9th week,Puducherry,Puducherry,Dengue,11,,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952
233,9th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,,6,3,2021,11.2287716,78.81825555,0.0007425420286,,310.0666666
234,9th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,6,3,2021,22.9052114,88.3760639,6.9e-05,,303.87
235,10th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,43,,8,3,2020,22.9052114,88.3760639,0.2020248538,12.0,298.785
236,11th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,37,,12,3,2021,25.58173695,91.28910306,0.2810213627,23.0,297.5
237,11th week,West Bengal,Puruliya,Acute Diarrhoeal Disease,255,,16,3,2021,23.19989585,86.3209473,0.219921134,6.0,307.012
238,11th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,122,,9,3,2021,22.5760669,88.42006758,0.001902199772,8.0,304.2066666
239,12th week,Maharashtra,Satara,Acute Diarrhoeal Disease,80,,21,3,2021,17.63612885,74.29827808,0.002590515235,,313.772
240,12th week,Meghalaya,Ri Bhoi,Acute Diarrhoeal Disease,32,,22,3,2021,25.87640255,91.85675742,0.006461681559,,300.0933334
241,12th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,12,,25,3,2021,19.75,83.0,0.02773092518,8.0,310.964
242,12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,57,,25,3,2021,22.5760669,88.42006758,0.01950165728,11.0,304.40000000000003
243,12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,32,,22,3,2021,22.5760669,88.42006758,0.0009307689556,,304.6033334
244,12th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,93,,19,3,2021,22.642931,88.8930579,0.09780574633,20.0,301.7566666
245,12th week,Karnataka,Raichur,Acute Diarrhoeal Disease,11,,25,1,2021,16.083333,77.166667,8.27e-06,,307.192
246,13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,19,,28,3,2021,9.98408,76.2741457,0.1058280007,25.0,305.15000000000003
247,13th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,10,,4,4,2021,20.13069385,84.07904761,0.0009612371809,9.0,309.16400000000004
248,13th week,West Bengal,Purba Bardhaman,Acute Diarrhoeal Disease,126,,31,3,2021,23.391717,87.90621212,0.004923739049,14.0,305.7766666
249,13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,37,,9,3,2021,9.98408,76.2741457,0.02291590332,35.0,306.5766666
250,14th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,50,,5,4,2021,9.98408,76.2741457,0.3541519613,27.0,303.65000000000003
251,14th week,Kerala,Palakkad,Dengue,7,,1,4,2021,10.78789845,76.47408711,0.6474464086,22.0,305.312
252,14th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,8,,5,4,2021,25.40237355,91.83254097,0.8692736935,23.0,299.368
253,14th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,41,,6,4,2021,23.41146995,87.84499445,0.02559297015,,306.36
254,14th week,West Bengal,Howrah,Acute Diarrhoeal Disease,31,,5,4,2021,22.5736296,88.3251045,0.04199322725,11.0,305.7633334
255,14th week,West Bengal,Hooghly,Cholera,25,,7,4,2021,22.9052114,88.3760639,0.03927329535,,305.37
256,15th week,Meghalaya,East Garo Hills,Acute Diarrhoeal Disease,24,,9,4,2021,25.61849455,90.63421622,0.2053087171,27.0,301.36333340000004
257,15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,120,1.0,4,4,2021,22.5760669,88.42006758,0.02131883061,11.0,305.42
258,15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,55,,22,4,2021,22.5760669,88.42006758,0.02302723382,,306.28000000000003
259,16th week,Maharashtra,Satara,Dengue,7,,15,4,2021,17.63612885,74.29827808,0.1527963029,,313.9833334
260,16th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,146,,16,4,2021,22.5760669,88.42006758,0.06447265222,12.0,306.84000000000003
261,16th week,Kerala,Kottayam,Dengue,19,,10,3,2021,9.6287383,76.64553257,0.04293383034,35.0,306.34000000000003
262,16th week,Maharashtra,Ahmednagar,Chikungunya,3,1.0,23,3,2021,19.1627725,74.8580243,0.04168389914,6.0,309.66
263,16th week,Maharashtra,Ahmednagar,Chikungunya,13,,4,4,2021,19.1627725,74.8580243,7.99e-05,6.0,316.252
264,16th week,Maharashtra,Satara,Dengue,31,1.0,5,4,2021,17.63612885,74.29827808,7.5e-05,5.0,317.92
265,17th week,Odisha,Koraput,Acute Diarrhoeal Disease,9,,1,5,2021,18.7232023,82.60811828,0.02873045432,,310.112
266,17th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,31,1.0,30,4,2021,20.1160666,85.11195644,0.01201217272,,312.47
267,18th week,Punjab,Shahid Bhagat Singh Nagar,Acute Diarrhoeal Disease,19,,8,5,2021,31.1239515,76.1201871,0.2613503669,,307.13
268,19th week,Kerala,Kasaragod,Dengue,51,,12,5,2021,12.5035577,74.9907022,0.5826390959,14.0,301.27
269,19th week,Kerala,Kozhikode,Dengue,43,,10,4,2021,11.2450558,75.7754716,0.1248424286,,
270,19th week,Maharashtra,Thane,Malaria,2,1.0,2,5,2021,19.1943294,72.9701779,0.1122390997,10.0,314.216
271,20th week,Maharashtra,Nashik,Chikungunya,6,,19,5,2021,20.0112475,73.7902364,0.2612602835,7.0,312.09000000000003
272,20th week,Kerala,Kannur,Dengue,32,,2,5,2021,11.8763836,75.3737973,,26.0,301.71500000000003
273,20th week,Kerala,Malappuram,Dengue,37,,3,3,2021,11.10684475,76.1099551,0.2116405502,25.0,305.488
274,20th week,Maharashtra,Nashik,Chikungunya,11,,18,3,2021,20.0112475,73.7902364,5.56e-05,7.0,310.6566666
275,20th week,Maharashtra,Pune,Chikungunya,25,,8,2,2021,18.521428,73.8544541,9.5e-05,9.0,305.296
276,20th week,Maharashtra,Thane,Dengue,2,1.0,29,4,2021,19.1943294,72.9701779,0.1043926176,9.0,315.4666666
277,21st week,Kerala,Kozhikode,Dengue,64,,5,5,2021,11.2450558,75.7754716,0.5271077054,,
278,22nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,15,,6,6,2021,20.952407,72.9323831,0.07229866355,7.0,305.425
279,22nd week,Gujarat,Surat,Acute Diarrhoeal Disease,108,6.0,30,5,2021,21.19177615,72.95441578,0.04020598334,10.0,302.808
280,22nd week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,108,,3,6,2021,21.12304765,79.79390882,0.05414090437,5.0,316.955
281,22nd week,Maharashtra,Pune,Chikungunya,6,,1,6,2021,18.521428,73.8544541,0.3985516351,,309.332
282,22nd week,West Bengal,Purba Bardhaman,Cholera,29,,31,5,2021,23.391717,87.90621212,0.8991830033,5.0,302.24
283,22nd week,West Bengal,Birbhum,Acute Diarrhoeal Disease,51,,1,6,2021,24.0,87.583333,1.111215294,,301.78000000000003
284,22nd week,Kerala,Ernakulam,Dengue,24,1.0,5,5,2021,9.98408,76.2741457,0.6079043601,28.0,304.5
285,22nd week,Kerala,Malappuram,Dengue,20,,17,5,2021,11.10684475,76.1099551,2.625326529,,
286,23rd week,Maharashtra,Osmanabad,Dengue Fever,7,1.0,2,6,2021,18.16984395,76.11796321,0.2700335578,,313.328
287,23rd week,Punjab,Sahibzada Ajit Singh Nagar,Acute Diarrhoeal Disease,342,,9,6,2021,30.7041168,76.7176885,0.1349510589,,307.21
288,23rd week,Gujarat,Anand,Acute Diarrhoeal Disease,15,,31,5,2021,22.5584995,72.9625629,0.002561268239,9.0,308.588
289,23rd week,Kerala,Kozhikode,Dengue,64,,11,5,2021,11.2450558,75.7754716,0.3779355478,,
290,23rd week,Kerala,Trivandrum,Chikungunya,10,,14,5,2021,8.4882267,76.947551,1.219771472,9.0,300.26
291,23rd week,Kerala,Palakkad,Dengue Fever,8,,19,5,2021,10.78789845,76.47408711,2.608608357,24.0,300.12
292,23rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,289,,16,4,2021,22.9052114,88.3760639,0.113017599,13.0,306.2166666
293,24th week,Gujarat,Morbi,Acute Diarrhoeal Disease,44,,11,6,2021,22.8176662,70.8345928,0.01993589005,3.0,309.2566666
294,24th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,18,,20,6,2021,21.75,86.5,1.686497547,14.0,
295,24th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,29,,17,6,2021,23.41146995,87.84499445,0.9575893962,,300.72
296,24th week,Kerala,Kozhikode,Dengue,24,,20,5,2021,11.2450558,75.7754716,3.641437897,,
297,25th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,174,,24,6,2021,21.825599,75.614182,0.2327137536,5.0,307.62
298,25th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,36,,19,6,2021,21.51450155,74.54070115,0.09326677373,5.0,309.316
299,25th week,Maharashtra,Sindhudurg,Dengue,62,,25,6,2021,16.1357193,73.6522086,0.833671811,,298.11
300,25th week,Uttar Pradesh,Farrukhabad,Dengue,7,,26,6,2021,27.43719385,79.48912947,0.07073094221,,306.42
301,25th week,Kerala,Kollam,Dengue,22,,7,6,2021,8.8879509,76.5955013,1.052681601,21.0,299.96
302,25th week,Kerala,Palakkad,Dengue,16,,24,5,2021,10.78789845,76.47408711,1.051908116,,301.21500000000003
303,25th week,Kerala,Thiruvananthapuram,Chikungunya,16,,15,6,2021,8.4882267,76.947551,0.7189253545,23.0,299.4133334
304,25th week,Maharashtra,Kolhapur,Dengue,5,3.0,15,6,2021,16.7028412,74.2405329,0.4365472546,7.0,305.93
305,25th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,35,,17,6,2021,24.0,87.583333,0.9983273238,,297.26
306,25th week,West Bengal,Birbhum,Cholera,51,,17,6,2021,24.0,87.583333,0.9983273238,,297.26
307,26th week,Gujarat,Kheda,Cholera,10,,29,6,2021,22.75,72.833333,0.04506399228,7.0,307.52
308,26th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,8,,28,6,2021,23.3700501,85.3250387,0.8343968076,14.0,302.925
309,26th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,17,,2,7,2021,22.0333621,74.8978374,0.3220098129,4.0,307.84000000000003
310,26th week,Karnataka,Davanagere,Acute Diarrhoeal Disease,31,,29,6,2021,14.4661266,75.9206361,0.2757729468,6.0,304.64
311,26th week,Punjab,Patiala,Acute Diarrhoeal Disease,20,1.0,29,6,2021,30.2090874,76.33987209,0.02640826338,4.0,306.4133334
312,26th week,West Bengal,Purulia,Acute Diarrhoeal Disease,37,,4,7,2021,23.3291882,86.3672378,0.4780475287,,
313,26th week,Maharashtra,Aurangabad,Suspected Dengue,5,1.0,25,6,2021,19.877263,75.3390241,0.1321260929,,309.23
314,26th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,7,,19,6,2021,21.51450155,74.54070115,0.09326677373,5.0,309.316
315,26th week,Maharashtra,Pune,Dengue,6,,24,6,2021,18.521428,73.8544541,0.3569411311,10.0,301.40500000000003
316,26th week,Kerala,Palakkad,Suspected Dengue,17,,10,6,2021,10.78789845,76.47408711,0.8370712229,,303.0933334
317,27th week,Assam,Dhemaji,Acute Encephalitis Syndrome,2,,9,7,2021,27.4668315,94.51786509,0.6709550457,4.0,274.91
318,27th week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,21,,8,7,2021,23.06016515,72.58063822,0.01077429571,6.0,309.1
319,27th week,Gujarat,Gandhi Nagar,Cholera,6,,3,7,2021,23.06016515,72.58063822,0.02590712702,,305.88
320,27th week,Gujarat,Kheda,Cholera,10,,14,7,2021,22.75,72.833333,0.2755054941,5.0,311.66
321,27th week,Karnataka,Dharwad,Dengue,2,,5,7,2021,15.4540505,75.0066516,0.2825220683,5.0,309.1
322,27th week,Maharashtra,Ahmednagar,Chikungunya,11,,7,7,2021,19.1627725,74.8580243,0.01744418547,9.0,306.51
323,27th week,Maharashtra,Amravati,Dengue,3,1.0,1,7,2021,20.9521098,77.7333168,0.2668179381,4.0,312.8466666
324,27th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,27,,5,7,2021,24.0,87.583333,0.9184439755,7.0,302.72
325,28th week,Arunachal Pradesh,Lohit,Acute Diarrhoeal Disease,4,,13,7,2021,27.8239052,95.861898,0.7405375321,13.0,301.5
326,28th week,Gujarat,Navsari,Acute Diarrhoeal Disease,12,,17,7,2021,20.952407,72.9323831,0.7119743677,7.0,
327,28th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,13,,14,7,2021,30.1389108,77.301064,0.2146196935,9.0,303.8933334
328,28th week,Haryana,Panchkula,Cholera,440,1.0,13,7,2021,30.7137692,76.868276,0.453999401,8.0,305.1
329,28th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,65,,16,7,2021,31.6723392,76.95331691,2.046384693,21.0,296.96
330,28th week,Jharkhand,Godda,Acute Diarrhoeal Disease,8,,14,7,2021,24.74334305,87.29285062,0.3931350883,10.0,295.93
331,28th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,138,,13,7,2021,21.825599,75.614182,0.3735497957,10.0,309.23
332,28th week,Maharashtra,Akola,Malaria,21,,16,7,2021,20.76181225,77.19211567,0.8712018327,5.0,302.98
333,28th week,Maharashtra,Amravati,Dengue,5,,12,7,2021,20.9521098,77.7333168,0.5008124671,,316.84000000000003
334,29th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,41,3.0,25,7,2021,15.8309251,78.0425373,1.222079249,6.0,300.2
335,29th week,Gujarat,Navsari,Acute Diarrhoeal Disease,31,,25,7,2021,20.952407,72.9323831,0.4284612797,1.0,
336,29th week,Punjab,Sangrur,Acute Diarrhoeal Disease,20,,24,7,2021,30.2093363,75.81842243,1.065992561,19.0,299.98
337,29th week,Haryana,Panchkula,Cholera,511,1.0,13,7,2021,30.7137692,76.868276,0.453999401,8.0,305.1
338,29th week,Jharkhand,Godda,Acute Diarrhoeal Disease,8,,14,7,2021,24.74334305,87.29285062,0.3931350883,10.0,295.93
339,29th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,9,1.0,21,7,2021,22.7859232,86.1716093,0.2153289702,5.0,299.88
340,29th week,Kerala,Palakkad,Dengue,11,,13,6,2021,10.78789845,76.47408711,0.2946029949,8.0,302.156
341,29th week,Maharashtra,Chandrapur,Dengue,58,1.0,3,7,2021,20.0967555,79.50454752,0.5816240733,,305.52
342,29th week,Maharashtra,Nagpur,Dengue,4,1.0,10,7,2021,21.1498134,79.0820556,0.5529516087,13.0,308.685
343,30th week,Assam,Darrang (Mangaldoi),Acute Encephalitis Syndrome,1,1.0,15,7,2021,26.4365974,92.0342718,0.5646023281,5.0,271.9
344,30th week,Assam,Lakhimpur,Acute Encephalitis Syndrome,1,1.0,22,7,2021,27.0827158,93.9978423,0.7783882222,23.0,300.78000000000003
345,30th week,Assam,Udalguri,Acute Encephalitis Syndrome,1,1.0,25,7,2021,26.77253155,92.10641749,0.3605618443,24.0,301.72
346,30th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,31,,31,7,2021,30.1389108,77.301064,2.835578815,12.0,
347,30th week,Jharkhand,Godda,Acute Diarrhoeal Disease,12,,31,7,2021,24.74334305,87.29285062,0.9788360411,5.0,299.81
348,30th week,Maharashtra,Buldhana,Dengue,7,,1,7,2021,20.562845,76.40869861,0.4245402926,6.0,306.6533334
349,30th week,Maharashtra,Gadchiroli,Malaria,4,1.0,24,7,2021,19.75907035,80.16228073,1.087511221,9.0,
350,30th week,Maharashtra,Nasik,Chikungunya,53,,18,6,2021,20.0112475,73.7902364,0.2630178863,,304.28000000000003
351,30th week,Maharashtra,Osmanabad,Dengue,4,,23,7,2021,18.16984395,76.11796321,1.374420463,8.0,300.42
352,30th week,Maharashtra,Pune,Chikungunya,5,,22,7,2021,18.521428,73.8544541,1.56877296,5.0,300.22
353,31st week,Chandigarh,Chandigarh,Cholera,8,,1,8,2021,30.72984395,76.78414567,2.63598158,12.0,
354,31st week,Gujarat,Vadodara,Cholera,3,,31,7,2021,22.2973142,73.1942567,1.138774169,1.0,
355,31st week,Haryana,Karnal,Acute Diarrhoeal Disease,36,,9,8,2021,29.6803266,76.9896254,0.4465139319,24.0,302.54
356,31st week,Haryana,Yamuna Nagar,Cholera,21,,3,8,2021,30.1389108,77.301064,2.54223063,12.0,
357,31st week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,21,,3,8,2021,30.1389108,77.301064,2.54223063,12.0,
358,31st week,Maharashtra,Amravati,Dengue,13,2.0,11,7,2021,20.9521098,77.7333168,0.3639732419,,316.98
359,31st week,Maharashtra,Beed,Chikungunya,7,,2,8,2021,18.9918442,75.909784,0.07704263847,6.0,306.24
360,31st week,Maharashtra,Gadchiroli,Malaria,28,1.0,31,7,2021,19.75907035,80.16228073,0.4106211557,6.0,301.65000000000003
361,31st week,Maharashtra,Kolhapur,Chikungunya,6,,2,8,2021,16.7028412,74.2405329,0.2327067055,9.0,298.7066666
362,31st week,Punjab,Sangrur,Acute Diarrhoeal Disease,68,,13,8,2021,30.2093363,75.81842243,0.05516396388,,300.0433334
363,31st week,West Bengal,Purulia,Acute Diarrhoeal Disease,22,,6,8,2021,23.3291882,86.3672378,0.6639760347,8.0,
364,31st week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,51,,24,7,2021,22.5760669,88.42006758,0.518780131,9.0,301.89
365,31st week,Maharashtra,Raigad,Dengue,18,,11,6,2021,18.4928092,73.13807095,1.136541734,7.0,302.40000000000003
366,31st week,Maharashtra,Satara,Chikungunya,20,,14,7,2021,17.63612885,74.29827808,1.242829167,5.0,303.64
367,31st week,Maharashtra,Satara,Dengue,16,,16,7,2021,17.63612885,74.29827808,1.489691674,5.0,303.64
368,31st week,Maharashtra,Wardha,Dengue,4,,7,6,2021,20.82562315,78.6131455,0.08542046896,5.0,312.90000000000003
369,32nd week,Assam,Dima Hasao,Acute Encephalitis Syndrome,1,1.0,8,8,2021,25.40036255,93.07522923,1.280343128,33.0,301.515
370,32nd week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,215,,10,8,2021,16.7028412,74.2405329,0.1976845208,5.0,298.38
371,32nd week,Maharashtra,Thane,Chikungunya,6,,13,8,2021,19.1943294,72.9701779,0.2987806702,,297.72
372,32nd week,Uttar Pradesh,Lucknow,Cholera,138,1.0,9,8,2021,26.8420098,80.94785711,0.2134510228,5.0,
373,32nd week,Karnataka,Ballari,Dengue,25,,4,8,2021,15.2485413,76.8323648,0.1445197081,,302.88
374,32nd week,Madhya Pradesh,Burhanpur,Dengue,15,,12,8,2021,21.3118839,76.2291992,0.183452455,,308.47
375,33rd week,Assam,Nagaon,Acute Encephalitis Syndrome,1,1.0,10,8,2021,26.30414915,92.71605974,0.6903584484,19.0,299.81333340000003
376,33rd week,Haryana,Karnal,Acute Diarrhoeal Disease,26,,22,8,2021,29.6803266,76.9896254,0.511081673,20.0,301.13
377,33rd week,Jharkhand,Godda,Acute Diarrhoeal Disease,38,,20,8,2021,24.74334305,87.29285062,0.5068591472,,
378,33rd week,Maharashtra,Chandrapur,Malaria,7,3.0,7,8,2021,20.0967555,79.50454752,0.1193885184,11.0,297.56
379,33rd week,Maharashtra,Thane,Dengue,5,,17,8,2021,19.1943294,72.9701779,0.4410657126,4.0,298.92
380,33rd week,Uttar Pradesh,Lucknow,Acute Diarrhoeal Disease,73,,16,8,2021,26.8420098,80.94785711,0.2987519879,12.0,303.1
381,33rd week,Uttar Pradesh,Panchsheel Nagar,Acute Encephalitis Syndrome,3,,17,8,2021,28.573908,77.38394602,0.005460305864,14.0,300.96
382,33rd week,West Bengal,Basirhat,Acute Diarrhoeal Disease,37,,17,8,2021,22.642931,88.8930579,0.7029735752,4.0,
383,34th week,Karnataka,Kalburgi,Chikungunya,46,,22,8,2021,17.166667,77.083333,0.5430774122,7.0,
384,34th week,Tamil Nadu,Salem,Dengue,23,,24,8,2021,11.0600516,77.0679581,0.6687287045,9.0,305.96
385,34th week,Tamil Nadu,Virudhunagar - Sivakasi,Dengue,17,,26,8,2021,9.4477045,77.8000434,0.3986938278,6.0,297.09000000000003
386,34th week,Uttar Pradesh,Mathura,Dengue,182,6.0,21,8,2021,27.633333,77.583333,0.1655406454,,306.056
387,34th week,Maharashtra,Amravati,Dengue,22,3.0,18,8,2021,20.9521098,77.7333168,0.6170837983,17.0,304.7
388,34th week,Maharashtra,Pune,Chikungunya,7,,13,8,2021,18.521428,73.8544541,0.2316700784,,298.24
389,34th week,Maharashtra,Satara,Dengue,15,,3,8,2021,17.63612885,74.29827808,0.111707267,8.0,302.32
390,35th week,Assam,Udalguri,Acute Diarrhoeal Disease,34,,31,8,2021,26.77253155,92.10641749,2.04125962,22.0,300.42
